time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,shortwave_radiation_sum,precipitation_sum,es,ea,vpd,delta,giorno_anno,ra,rso,rns,rapporto_nuvolosita,rnl,rn,u2,et0,giorni_da_semina,kc,etc
2024-07-20,32.0,22.1,26.7,65,9.2,25.74,11.1,3.707432365679557,2.409831037691712,1.297601327987845,0.20597415419609683,202,39.895460932966806,29.957501614564777,19.8198,0.8592171780935728,3.963331418573015,15.856468581426986,6.8811498915450855,7.281579252187156,86,1.2,8.737895102624588
2024-07-21,32.3,21.7,26.6,67,11.4,22.82,1.1,3.7159737599835183,2.4897024191889576,1.2262713407945607,0.2049213241202794,203,39.76581521378871,29.860150644033943,17.5714,0.7642292321977764,3.2373134072672065,14.334086592732794,8.526642256914563,7.085456268442982,87,1.2,8.502547522131579
2024-07-22,33.0,20.5,26.4,73,14.4,24.83,9.8,3.72089453803377,2.716253012764652,1.0046415252691179,0.20282924107339942,204,39.6323446678647,29.759927611099602,19.1191,0.8343434273253783,3.3736722897669145,15.745427710233084,10.770495482418395,6.759351740630141,88,1.2,8.111222088756168
2024-07-23,32.3,22.3,27.6,67,10.4,24.35,0.0,3.7643210393916893,2.522095096392432,1.2422259429992573,0.21565607816104823,205,39.49507473822072,29.65685162092994,18.7495,0.8210581592152318,3.571821803609893,15.177678196390108,7.778691181746619,7.1193093585887866,89,1.2,8.543171230306543
2024-07-24,33.2,22.0,27.4,62,16.2,23.89,0.1,3.865392166791545,2.396543143410758,1.4688490233807872,0.21347213281933025,206,39.354031625548245,29.55094234762418,18.395300000000002,0.8084344559631512,3.6740402151683065,14.721259784831696,12.116807417720695,8.724023940953849,90,1.2,10.468828729144619
2024-07-25,32.0,21.1,27.1,59,13.6,25.29,4.1,3.628549075875414,2.140843954766494,1.4877051211089198,0.2102310929908757,207,39.20924230374687,29.442220045883523,19.4733,0.8589705518329598,4.337535958832383,15.135764041167615,10.17213462228404,8.52553573440754,91,1.18,10.060132166600898
2024-07-26,32.7,22.4,27.9,55,11.9,24.89,0.1,3.8276005903190367,2.1051803246754703,1.7224202656435663,0.21896719002536724,208,39.06073453687622,29.330705563740352,19.165300000000002,0.8485987473403944,4.373475040247693,14.791824959752308,8.900617794498535,8.99041951093399,92,1.16,10.428886632683428
2024-07-27,32.9,22.6,28.1,59,8.3,24.92,0.0,3.8720910151814447,2.2845336989570524,1.5875573162243923,0.22119824570984212,209,38.90853689747371,29.21642035631301,19.1884,0.8529450116093826,4.143888325915568,15.044511674084433,6.207993923893937,7.754685445315549,93,1.14,8.840341407659725
2024-07-28,34.9,23.8,29.7,59,14.1,25.47,0.1,4.269981486590526,2.51928907708841,1.7506924095021157,0.23974396206806198,210,38.75267878618295,29.099386500544774,19.6119,0.8752761849299872,4.030189202560213,15.581710797439786,10.546110159868013,9.510735896237795,94,1.1199999999999999,10.652024203786329
2024-07-29,32.8,23.8,28.5,62,19.9,24.42,0.0,3.961138149188269,2.455905652496727,1.505232496691542,0.225717686867152,211,38.5931904526284,28.979626710878666,18.803400000000003,0.8426609577697899,3.8513652154978297,14.952034784502175,14.884226395842086,9.272118341356895,95,1.0999999999999999,10.199330175492584
2024-07-30,33.7,24.2,28.9,55,12.2,24.34,0.0,4.12548805977066,2.2690184328738634,1.8564696268967968,0.23031442615975278,212,38.43010301746139,28.857164355811758,18.7418,0.8434647181505894,4.1652384195780074,14.576561580421995,9.125003117048918,9.409363043158448,96,1.08,10.162112086611124
2024-07-31,34.1,24.3,29.1,55,11.5,24.17,0.0,4.19351030091557,2.3064306655035636,1.887079635412006,0.23264210672547564,213,38.26344849549353,28.73202347526609,18.6109,0.8412216431887125,4.107549616689406,14.503350383310595,8.601437364431357,9.315569654399612,97,1.06,9.874503833663589
2024-08-01,34.1,24.4,28.6,71,16.2,22.29,0.8,4.202630769813179,2.9838678465673567,1.218762923245822,0.22685958459062655,214,38.093259819824205,28.604228798705996,17.1633,0.7792554085921855,2.830154006824602,14.333145993175398,12.116807417720695,7.5090241763500964,98,1.04,7.809385143404101
2024-08-02,32.3,21.9,26.8,72,16.3,19.66,3.0,3.7319181850098806,2.686981093207114,1.0449370918027667,0.20703153059292453,215,37.91957086686135,28.473805763926187,15.138200000000001,0.6904591596571013,2.5683475692558426,12.56985243074416,12.19160252523749,6.56839268347952,99,1.02,6.6997605371491105
2024-08-03,30.9,23.0,26.2,71,28.2,21.24,5.7,3.638258143332872,2.583163281766339,1.0550948615665328,0.20075515809842714,216,37.74241648212589,28.34078053642833,16.3548,0.7494500715214524,3.0296311538801874,13.325168846119814,21.092220319736025,7.45297274539946,100,1.0,7.45297274539946
2024-08-04,32.0,21.5,27.1,61,12.6,22.35,0.0,3.659597558458638,2.232354510659769,1.4272430477988691,0.2102310929908757,217,37.56183250672425,28.20518002929924,17.209500000000002,0.7924076349373789,3.7419358784090098,13.467564121590993,9.424183547116096,7.842682640662177,101,0.98,7.685828987848933
2024-08-05,33.0,23.3,28.3,54,13.8,23.93,0.0,3.9454844626472627,2.130561609829522,1.8149228528177406,0.2234483685501834,218,37.37785580436593,28.067031923498376,18.4261,0.8526017309284935,4.3979375053121625,14.02816249468784,10.32172483731763,9.56693982755647,102,0.96,9.18426223445421
2024-08-06,33.1,23.4,27.8,63,12.1,20.99,0.6,3.9682808901464863,2.500016960792286,1.4682639293542001,0.2178587724271508,219,37.190524288798166,27.926364688458545,16.1623,0.7516194905481121,3.1960524989514187,12.96624750104858,9.050208009532124,7.772391432919212,103,0.94,7.30604794694406
2024-08-07,31.4,21.8,25.0,81,29.7,17.89,4.8,3.6038946114156065,2.9191546352466413,0.6847399761689652,0.18868182684282603,220,36.999876951524094,27.78320760289944,13.775300000000001,0.6439141317193703,2.0753946926697173,11.699905307330283,22.21414693248794,5.223194343391209,104,0.9199999999999999,4.805338795919912
2024-08-08,31.7,20.1,25.9,76,7.3,24.12,0.0,3.513777654743878,2.6704710176053474,0.8433066371385305,0.1976775153603441,221,36.80595388966685,27.63759077575084,18.572400000000002,0.872724406251895,3.6205352262469543,14.951864773753048,5.460042848725992,5.487088772609589,105,0.8999999999999999,4.938379895348629
2024-08-09,33.0,22.0,27.7,68,7.9,23.25,0.0,3.8370394939087134,2.609186855857925,1.2278526380507881,0.2167550737640033,222,36.6087963338383,27.48954516707918,17.9025,0.8457760890072362,3.6192173056338284,14.283282694366171,5.9088134938267585,6.497005415301091,106,0.8799999999999999,5.71736476546496
2024-08-10,34.3,23.1,28.9,64,9.6,23.48,0.0,4.117616485255845,2.635274550563741,1.482341934692104,0.23031442615975278,223,36.408446675868085,27.339102608909347,18.0796,0.8588431133196109,3.722250600269622,14.357349399730378,7.180330321612264,7.5401511880629,107,0.86,6.484530021734094
2024-08-11,34.8,23.9,29.7,61,8.7,22.22,0.0,4.26343932179137,2.6006979862927357,1.6627413354986347,0.23974396206806198,224,36.204948496246686,27.18629582583164,17.1094,0.8173235567784557,3.540386199961328,13.569013800038672,6.507174353961114,7.654706985120869,108,0.84,6.42995386750153
2024-08-12,34.6,24.4,29.0,67,8.0,20.74,0.9,4.277935651225794,2.866216886321282,1.4117187649045118,0.23147581029180006,225,35.99834659113474,27.031158455283077,15.9698,0.767262714038306,2.910584544291756,13.059215455708243,5.983608601343553,6.716078414363329,109,0.8200000000000001,5.50718429977793
2024-08-13,34.8,23.2,28.8,69,10.8,20.46,0.5,4.202213672324386,2.899527433903826,1.3026862384205598,0.2291579380125682,226,35.78868699878961,26.873725067391117,15.7542,0.7613384429844599,2.8209984067246388,12.933201593275362,8.077871611813798,6.8970442436744595,110,0.8,5.517635394939568
2024-08-14,32.8,23.0,28.1,63,12.1,19.97,1.0,3.891714807875761,2.4517803289617293,1.4399344789140316,0.22119824570984212,227,35.57601702526118,26.71403118426862,15.3769,0.7475472294784153,3.2121019047203867,12.164798095279613,9.050208009532124,7.500090556745498,111,0.78,5.850070634261488
2024-08-15,32.0,20.7,25.5,67,14.0,17.8,0.0,3.598159633877957,2.4107669546982313,1.1873926791797258,0.1936358509169449,228,35.36038526920805,26.552113298648326,13.706000000000001,0.6703797848326497,2.6910544590724075,11.014945540927593,10.471315052351217,6.775212278681227,112,0.76,5.149161331797733
2024-08-16,32.6,20.5,26.5,64,8.1,21.01,0.0,3.6650112763184746,2.3456072168438236,1.319404059474651,0.2038730248918312,229,35.14184164568802,26.388008891747134,16.1777,0.7961949719734592,3.6101093354878735,12.567590664512128,6.0584037088603475,6.492790694893602,113,0.74,4.804665114221265
2024-08-17,32.5,21.1,26.6,62,10.0,18.62,0.0,3.696550842870562,2.2918615225797483,1.4046893202908137,0.2049213241202794,230,34.92043740877725,26.22175645025084,14.3374,0.7100973588602559,3.1003287057440376,11.237071294255962,7.479510751679442,6.905181298632439,114,0.72,4.971730535015356
2024-08-18,27.2,21.3,23.7,78,11.9,13.49,2.6,3.070296641884667,2.3948313806700403,0.6754652612146268,0.17629848389579808,231,34.69622517287654,26.053395482312993,10.3873,0.5177827976072458,1.6523479601264093,8.73495203987359,8.900617794498535,4.147889643649985,115,0.7,2.9035227505549894
2024-08-19,26.7,19.4,22.0,87,10.1,12.13,13.7,2.877949743466856,2.5038162768161647,0.37413346665069147,0.16114508692644333,232,34.46925893256446,25.882966532462653,9.340100000000001,0.4686479807013792,1.2651960508373612,8.07490394916264,7.554305859196235,2.769908363007848,116,0.6799999999999999,1.8835376868453364
2024-08-20,29.5,19.4,23.9,79,11.9,20.43,0.6,3.187858235740272,2.518408006234815,0.6694502295054572,0.17815773880284058,233,34.23959408086277,25.710511195319857,15.7311,0.7946166392723814,3.281137248167688,12.449962751832311,8.900617794498535,4.722167639426623,117,0.6599999999999999,3.1166306420215713
2024-08-21,31.7,21.0,26.1,72,10.1,21.11,0.1,3.580882788884855,2.5782356079970956,1.0026471808877595,0.1997248282483387,234,34.00728742578193,25.536072128019654,16.2547,0.8266737301715594,3.488495180624926,12.766204819375073,7.554305859196235,5.8506322323373,118,0.64,3.7444046286958717
2024-08-22,30.3,21.6,26.0,70,16.3,20.41,0.5,3.4483890544532776,2.413872338117294,1.0345167163359834,0.19869895242110683,235,33.77239720502053,25.359693061249917,15.7157,0.8048204665058372,3.5448978918824956,12.170802108117504,12.19160252523749,6.496411053294423,119,0.62,4.027774853042542
2024-08-23,31.8,21.1,26.6,71,6.9,21.24,0.0,3.60181184852455,2.5572864124524304,1.0445254360721195,0.2049213241202794,236,33.53498309869708,25.18141880881164,16.3548,0.843479081193295,3.6251805322945847,12.729619467705415,5.160862418658815,5.5182397961173635,120,0.6,3.310943877670418
2024-08-24,33.1,21.3,27.2,65,7.1,21.41,0.0,3.7958182383892165,2.467281854952991,1.3285363834362256,0.21130681013503458,237,33.29510623999836,25.00129527561477,16.4857,0.8563556313373264,3.8719835784514625,12.613716421548538,5.310452633692403,6.272922636882477,121,0.6,3.763753582129486
2024-08-25,33.0,21.3,27.1,58,11.3,21.27,0.0,3.7816763884253364,2.193372305286695,1.5883040831386412,0.2102310929908757,238,33.05282922363493,24.81936946402747,16.3779,0.8569919566582128,4.278660536393231,12.09923946360677,8.45184714939777,7.951347632045244,122,0.6,4.770808579227146
